Key,English,Spanish,French,German,Russian,Japanese,Korean,Portuguese,Vietnamese,Indonesian,ChineseSimplified,ChineseTraditional
IDFADes3,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Roadは他社が所有するアプリおよびウェブサイトでお客様をトラッキングする許可を求めています。より関心に即した広告を表示する目的のみで使用されます。,Dancing Road에서 다른 회사가 소유한 앱과 웹사이트를 거쳐 사용자를 추적할 수 있도록 하는 권한을 요청합니다. 이는 더 많은 관련 광고를 제공하는 데만 사용됩니다.,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads,Dancing Road would like permision to track you across apps and websites owned by other companies. This will only be used to serve more relevant ads
Notnow,Not now,Not now,Not now,Not now,Not now,後で,지금 안 함,Not now,Not now,Not now,Not now,Not now
DontAllow,Don't Allow,Don't Allow,Don't Allow,Don't Allow,Don't Allow,許可しない,허용 안 함,Don't Allow,Don't Allow,Don't Allow,Don't Allow,Don't Allow
OK,OK,OK,OK,OK,OK,OK,확인,OK,OK,OK,OK,OK
SongSearchHolder,"Songs, Artists","Songs, Artists","Songs, Artists","Songs, Artists","Songs, Artists",曲、アーティスト,"노래, 아티스트","Songs, Artists","Songs, Artists","Songs, Artists","Songs, Artists","Songs, Artists"
SON_TUNG_MTP,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG M-TP,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT,SON TUNG MPT
EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM,EDM
DANCE,DANCE,DANCE,DANCE,DANCE,DANCE,ダンス,댄스,DANCE,DANCE,DANCE,DANCE,DANCE
ROCK,ROCK,ROCK,ROCK,ROCK,ROCK,ロック,록,ROCK,ROCK,ROCK,ROCK,ROCK
CLASSICAL,CLASSICAL,CLASSICAL,CLASSICAL,CLASSICAL,CLASSICAL,クラシック,클래식,CLASSICAL,CLASSICAL,CLASSICAL,CLASSICAL,CLASSICAL
POP,POP,POP,POP,POP,POP,ポップ,팝,POP,POP,POP,POP,POP
OTHER,OTHER,OTHER,OTHER,OTHER,OTHER,その他,기타,OTHER,OTHER,OTHER,OTHER,OTHER
POPULAR,POPULAR,POPULAR,POPULAR,POPULAR,POPULAR,人気,인기,POPULAR,POPULAR,POPULAR,POPULAR,POPULAR
SUB_NEWUI_DES_1,Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs,2000曲を超える音楽をアンロック,"2,000곡 이상 열기",Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs,Unlock 2000+ songs
SUB_NEWUI_DES_2,No Ads,No Ads,No Ads,No Ads,No Ads,広告非表示,광고 없음,No Ads,No Ads,No Ads,No Ads,No Ads
SUB_NEWUI_DES_4,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0}日間無料試用,{0}일 무료 체험판,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL,{0} DAYS FREE TRIAL
SUB_NEWUI_DES_5,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK,その後毎週{0},이후 매주 {0}개,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK,THEN {0} / WEEK
PLAY_NOW,PLAY NOW,PLAY NOW,PLAY NOW,PLAY NOW,PLAY NOW,今すぐプレイ,지금 플레이하기,PLAY NOW,PLAY NOW,PLAY NOW,PLAY NOW,PLAY NOW
LATER,LATER,LATER,LATER,LATER,LATER,後で,나중에,LATER,LATER,LATER,LATER,LATER
Recommended,Recommended,Recommended,Recommended,Recommended,Recommended,おすすめ,추천됨,Recommended,Recommended,Recommended,Recommended,Recommended
NewUpdates,New Updates,New Updates,New Updates,New Updates,New Updates,新着,신규 업데이트,New Updates,New Updates,New Updates,New Updates,New Updates
Artists,Artists,Artists,Artists,Artists,Artists,アーティスト,아티스트,Artists,Artists,Artists,Artists,Artists
Genres,Genres,Genres,Genres,Genres,Genres,ジャンル,장르,Genres,Genres,Genres,Genres,Genres
LoginAccount,Login Account,Login Account,Login Account,Login Account,Login Account,ログイン用アカウント,로그인 계정,Login Account,Login Account,Login Account,Login Account,Login Account
VIPMember,VIP Member,VIP Member,VIP Member,VIP Member,VIP Member,VIPメンバー,VIP 회원,VIP Member,VIP Member,VIP Member,VIP Member,VIP Member
FreeMember,Free Member,Free Member,Free Member,Free Member,Free Member,無料メンバ,무료 회원,Free Member,Free Member,Free Member,Free Member,Free Member
ViaFacebook,Via Facebook,Via Facebook,Via Facebook,Via Facebook,Via Facebook,Facebookから,Facebook으로,Via Facebook,Via Facebook,Via Facebook,Via Facebook,Via Facebook
GetMoreGames,Get More Games,Get More Games,Get More Games,Get More Games,Get More Games,他のゲームをゲット,더 많은 게임 받기,Get More Games,Get More Games,Get More Games,Get More Games,Get More Games
REPLAY,REPLAY,REPLAY,REPLAY,REPLAY,REPLAY,リプレイ,리플레이,REPLAY,REPLAY,REPLAY,REPLAY,REPLAY
ENDLESS,ENDLESS,ENDLESS,ENDLESS,ENDLESS,ENDLESS,無限,무한,ENDLESS,ENDLESS,ENDLESS,ENDLESS,ENDLESS
GO,GO,GO,GO,GO,GO,進む,시작,GO,GO,GO,GO,GO
SMusic,Music,Music,Music,Music,Music,音楽,음악,Music,Music,Music,Music,Music
SSound,Sound,Sound,Sound,Sound,Sound,サウンド,소리,Sound,Sound,Sound,Sound,Sound
SVibrate,Vibrate,Vibrate,Vibrate,Vibrate,Vibrate,振動,진동,Vibrate,Vibrate,Vibrate,Vibrate,Vibrate
SSensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,感度,민감도,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive
SAchievement,Achievement,Achievement,Achievement,Achievement,Achievement,達成,업적,Achievement,Achievement,Achievement,Achievement,Achievement
SLanguage,Language,Language,Language,Language,Language,言語,언어,Language,Language,Language,Language,Language
SPrivacyPolicy,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,プライバシーポリシー,개인정보 보호방침,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy
SRateUs,Rate Us,Rate Us,Rate Us,Rate Us,Rate Us,弊社を評価,평가 남기기,Rate Us,Rate Us,Rate Us,Rate Us,Rate Us
SAboutUs,About Us,About Us,About Us,About Us,About Us,弊社について,회사 소개,About Us,About Us,About Us,About Us,About Us
SENSITIVE_DES,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,画面に触れて感度を調整,터치하여 민감도 조절하기,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE,TOUCH TO ADJUST YOUR SENSITIVE
MIN,MIN,MIN,MIN,MIN,MIN,最小,최소,MIN,MIN,MIN,MIN,MIN
MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,中間,중간,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM
MAX,MAX,MAX,MAX,MAX,MAX,最大,최대,MAX,MAX,MAX,MAX,MAX
SeeMore,See more,See more,See more,See more,See more,さらに表示,더 보기,See more,See more,See more,See more,See more
SeeLess,See less,See less,See less,See less,See less,表示を隠す,덜 보기,See less,See less,See less,See less,See less
RESTORE_PURCHASES,Restore purchases,Restablecer compras,Restaurer les achats,Käufe wiederherstellen,Восстановить покупки,購入の復元,구매 복원,Restaurar compras,Khôi phục thanh toán,Kembalikan pembelian,恢复购买,恢復購買
TERMS_SUBSCRIPTION,"Payment will be charged to Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user’s Account Settings after purchase. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.","El pago se cargará a la Cuenta al confirmar la compra. La suscripción se renueva automáticamente salvo que la renovación automática se desactive al menos 24 horas antes del final del período en curso. La renovación se cargará a la Cuenta dentro de las 24 horas anteriores al final del período en curso, y se identificará el coste de la renovación. El usuario puede administrar las suscripciones y desactivar la renovación automática después de haber hecho la compra, en la sección correspondiente a la Configuración de la Cuenta de usuario. Cuando el usuario compre una suscripción a esa publicación, perderá cualquier parte no utilizada de un período de prueba gratuito que se le haya ofrecido (en los casos en los que sea aplicable).","Le paiement sera débité du compte lors de la confirmation de l'achat. L'abonnement se renouvellera automatiquement, sauf si le renouvellement automatique est désactivé au moins 24 heures avant la fin de la période en cours. Le compte sera facturé pour le renouvellement dans les 24 heures précédant la fin de la période en cours, et le coût du renouvellement sera déterminé. L'utilisateur peut gérer ses abonnements et désactiver le renouvellement automatique en se rendant dans les paramètres de son compte après l'achat. Toute portion inutilisée d'une période d'essai gratuite, si elle est proposée, sera perdue lorsque l'utilisateur achètera un abonnement à cette publication, le cas échéant.","Das Konto wird bei der Kaufbestätigung mit der Zahlung belastet Das Abonnement verlängert sich automatisch, sofern die automatische Verlängerung nicht mindestens 24 Stunden vor Ende des laufenden Abrechnungszeitraums deaktiviert wird. Das Konto wird innerhalb von 24 Stunden vor dem Ende der aktuellen Laufzeit mit der Verlängerung belastet und die Kosten der Verlängerung werden bestimmt. Abonnements können vom Benutzer verwaltet werden und die automatische Verlängerung kann nach dem Kauf in den Kontoeinstellungen des Nutzers deaktiviert werden. Jeder ungenutzte Teil eines kostenlosen Testzeitraums (falls angeboten) verfällt, wenn ein Nutzer ein Abonnement für diese App erwirbt, sofern dies zutreffend ist.","Оплата списывается со счета при подтверждении покупки. Подписка автоматически продлевается, если автоматическое продление не будет отключено по крайней мере за 24 часа до окончания текущего периода. Плата за продление списывается со счета в течение 24 часов до окончания текущего периода с указанием стоимости продления. Пользователь может управлять подписками и отключить автоматическое продление в настройках аккаунта пользователя после покупки. Любая неиспользованная часть бесплатного пробного периода, если такой предлагается, будет аннулирована, когда пользователь приобретет подписку на эту публикацию, где это уместно.",お支払いは購入確定時にアカウントに課金されます。現期間終了の少なくとも24時間前までに自動更新がオフにされない限り、サブスクリプションは自動更新されます。現期間の終了前24時間以内にアカウントに対して更新の課金が行われ、更新の費用が確定します。サブスクリプションはユーザーが管理し、購入後にユーザーのアカウント設定で自動更新をオフにできます。 無料お試し期間の未使用部分については、該当する場合、ユーザーがそのサブスクリプションを購入した時点で失効します。,"구매 확인시 결제 요금이 계정으로 청구됩니다. 현재 구독 기간이 끝나기 최소 24시간 전에 자동 갱신 기능을 해제하지 않으면 구독은 자동 갱신됩니다. 현재 구독 기간 종료 전 24시간 이내에 계정으로 갱신 요금이 청구되므로 갱신 비용을 확인해 주십시오. 구독은 사용자가 관리할 수 있으며, 구매 후에 계정 설정에서 자동 갱신을 해제할 수 있습니다. 무료 체험 기간 중 미사용 부분(제공된 경우)은 사용자가 해당 출판물의 구독을 구매하는 경우에(해당 부분이 있는 경우) 소멸됩니다.","O pagamento será cobrado da Conta na confirmação da compra. A assinatura é renovada automaticamente, a menos que a renovação automática seja desabilitada pelo menos 24 horas antes do final do período atual. A conta será cobrada pela renovação dentro de 24 horas antes do final do período atual, e identificará o preço da renovação. As assinaturas podem ser gerenciadas pelo usuário e a renovação automática pode ser desabilitada acessando as Configurações da Conta do usuário após a compra. Qualquer porção de um período de avaliação gratuita, caso oferecido, será perdida quando o usuário adquirir uma assinatura para aquela publicação, quando aplicável.","Thanh toán sẽ được tính vào Tài khoản khi xác nhận mua hàng. Đăng ký tự động gia hạn trừ khi tự động gia hạn bị tắt ít nhất 24 giờ trước khi kết thúc giai đoạn hiện tại. Tài khoản sẽ được tính phí cho việc gia hạn trong vòng 24 giờ trước khi kết thúc giai đoạn hiện tại và xác định chi phí gia hạn. Đăng ký có thể được quản lý bởi người dùng và tự động gia hạn có thể bị tắt bằng cách truy cập Cài đặt tài khoản của người dùng sau khi mua. Bất kỳ phần chưa sử dụng nào trong thời gian dùng thử miễn phí, nếu được cung cấp, sẽ bị hủy bỏ khi người dùng mua đăng ký cho ấn phẩm đó, nếu có.","Pembayaran akan ditagihkan ke Akun pada saat konfirmasi pembelian. Paket akan diperpanjang otomatis kecuali jika perpanjangan otomatis dinonaktifkan setidaknya 24 jam sebelum akhir periode berjalan. Akun akan ditagih perpanjangan dalam 24 jam sebelum akhir periode berjalan, dan biaya perpanjangan akan diinfokan. Paket dapat dikelola oleh pengguna dan perpanjangan otomatis dapat dinonaktifkan dengan masuk ke Pengaturan Akun pengguna setelah melakukan pembelian. Segala porsi masa uji gratis yang tidak terpakai, jika ada, akan hangus saat pengguna membeli paket berlangganan untuk publikasi tersebut.",确认购买后，将从账户中扣除款项。订阅将自动续期，除非在当期订阅结束前至少 24 小时关闭。当前订阅到期前的 24 小时内将确定续订费用，并从账户中扣除。用户可以自行管理订阅，订阅后可以到用户的“帐户设置”中关闭自动续订。免费试用期的任何未使用部分（如有）将在用户购买该出版物的订阅（如果适用）时自动失效。,確認購買後，將透過帳戶收取付款。訂閱會自動續訂，除非在現期結束至少 24 小時以前將自動續訂關閉。帳戶會在現期結束前 24 小時內依照判定的續定費用被收取付款。購買後，用戶可至「帳戶設定」管理訂閱及關閉自動續訂。任何免費試用期間未用完的部份，在用戶購買該訂閱後即被收回而不予補償。
FACEBOOK_LOGIN,Log in with Facebook,Iniciar sesión con Facebook,Se connecter avec Facebook,Mit Facebook einloggen,Войти с Facebook,Facebookにログイン,Facebook으로 로그인해서,Entrar com o Facebook,Đăng nhập Facebook,Masuk dengan Facebook,用Facebook登录,用Facebook登錄
SUB_INFORMING_TITLE,FREE ACCESS TO\nVIP SONG,ACCESO GRATIS A LA CANCIÓN \ nVIP,ACCÈS GRATUIT À \ nVIP SONG,KOSTENLOSER ZUGRIFF AUF \ nVIP SONG,БЕСПЛАТНЫЙ ДОСТУП К \ nVIP-ПЕСНИ,\ nVIPソングへの無料アクセス,무료로 \ nVIP 노래 이용,ACESSO GRATUITO A \ nVIP SONG,TRUY CẬP MIỄN PHÍ VÀO \ nVIP BÀI HÁT,AKSES GRATIS KE \ nVIP LAGU,免费访问\ nVIP SONG,免費訪問\ nVIP SONG
SUB_INFORMING_DES_1,Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1},Attention! You will be able to {0} of our hottest VIP songs for FREE in the next {1}
SUB_INFORMING_DES_2,Wait and come back to receive this benefit,Espera y vuelve para recibir este beneficio,Attendez et revenez pour recevoir cet avantage,"Warten Sie und kommen Sie zurück, um diesen Vorteil zu erhalten","Подождите и вернитесь, чтобы получить эту выгоду",この特典を受け取るには、しばらく待ってから戻ってください,이 혜택을 받으려면 기다렸다가 돌아 오십시오.,Espere e volte para receber este benefício,Chờ và quay lại để nhận quyền lợi này,Tunggu dan kembalilah untuk menerima manfaat ini,等一下再回来领取这项福利,等待回來再領取這項福利
SUB_INFORMING_DES_3,{0} VIP SONGS FOR FREE AFTER,PRUEBA {0} CANCIONES VIP GRATIS DESPUÉS,ESSAYEZ GRATUITEMENT {0} CHANSONS VIP APRÈS,VERSUCHEN SIE {0} VIP-SONGS KOSTENLOS NACHHER,ПОПРОБУЙТЕ {0} VIP-ПЕСНИ БЕСПЛАТНО ПОСЛЕ,{0} VIPソングを無料でお試しください,{0} VIP 노래를 무료로 사용해보세요.,TENTE {0} CANÇÕES VIP DE GRAÇA APÓS,THỬ MIỄN PHÍ {0} BÀI HÁT VIP SAU KHI,COBA {0} LAGU VIP GRATIS SETELAH,免费试听{0} VIP歌曲,免費試聽{0} VIP歌曲
SUB_INFORMING_DES_4,Don't want to wait?,¿No quieres esperar?,Vous ne voulez pas attendre?,Willst du nicht warten?,Не хотите ждать?,待ちたくないですか？,기다리고 싶지 않으세요?,Não quer esperar?,Bạn không muốn chờ đợi?,Tidak mau menunggu?,不想等吗？,不想等嗎？
SUB_INFORMING_BTN,SUBSCRIBE NOW,SUSCRÍBASE AHORA,ABONNEZ-VOUS MAINTENANT,ABONNIERE JETZT,ПОДПИШИТЕСЬ СЕЙЧАС,今すぐ登録,지금 구독하세요,INSCREVA-SE AGORA,MUA NGAY,BERLANGGANAN SEKARANG,现在订阅,現在訂閱
SUB_CLAIMING_TITLE,CONGRATULATIONS!,¡FELICIDADES!,TOUTES NOS FÉLICITATIONS!,HERZLICHE GLÜCKWÜNSCHE!,ПОЗДРАВЛЯЕМ!,おめでとう！,축하합니다!,PARABÉNS!,XIN CHÚC MỪNG!,SELAMAT!,恭喜！,恭喜！
SUB_CLAIMING_DES_1,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!,You can now {0} of our hottest VIP songs FOR FREE!
SUB_CLAIMING_DES_2,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it,Click the {0} button at the song you want to play to use it
SUB_CLAIMING_DES_3,And come back in the next {0} to try another {1} VIP songs,Y vuelve a {0} para probar otras {1} canciones VIP,Et revenez sur {0} pour essayer d'autres {1} chansons VIP,"Und komm zurück auf {0}, um weitere {1} VIP-Songs auszuprobieren","И вернитесь на {0}, чтобы попробовать еще {1} VIP-треки",そして、{0}に戻って別の{1} VIP曲を試してください,{0} (으)로 돌아와서 다른 {1} VIP 노래를 시도해보세요.,E volte no {0} para tentar outras {1} músicas VIP,Và quay lại {0} để thử {1} bài hát VIP khác,Dan kembali pada {0} untuk mencoba {1} lagu VIP lainnya,然后回到{0}尝试另一首{1} VIP歌曲,然後回到{0}嘗試另一首{1} VIP歌曲
LEFT,LEFT,IZQUIERDA,LA GAUCHE,LINKS,ОСТАЛОСЬ,左,왼쪽,ESQUERDA,Còn,KIRI,剩下,剩下
TRIAL,TRIAL,JUICIO,PROCÈS,VERSUCH,СУД,トライアル,시도,TENTATIVAS,TRẢI NGHIỆM,PERCOBAAN,试用,試用
UNLOCK,UNLOCK,DESBLOQUEAR,DÉVERROUILLER,ENTSPERREN,ОТКРЫТЬ,ロックを解除する,터놓다,DESBLOQUEAR,MỞ,UNLOCK,解锁,解鎖
SUB_CLAIMING_BTN,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT,PLAY WITHOUT LIMIT
Today,today,today,today,today,today,today,today,today,today,today,today,today